LICENCE,NAME,MAILING_ADDRESS,BUSINESS_ID,CIVIC_ADDRESS,LICENCE_YEAR,APPLICATION_DATE,X,Y,DESCRIPTION,STATUS,LICENCE_DESC,LEGAL_ID,STREET,YEAR,GISLINK
1609,GRAPE VALLEY,,BLBUS-0914020400001510,5435 KIOWA ROAD,2002,2002-01-01-00.00.00.000000,,,BED & BREAKFAST-NOT TO EXCEED 430 SQ FT,APPROVED,NOT APPLICABLE,1819991012150835910000,KIOWA RD,,001-343-432
161,NEARCO ENTERPRISES LTD,,BLBUS-0914020400000062,"201 5325 CORDOVA BAY ROAD
VICTORIA   BC
V8Y 2L3",2012,2012-01-01-00.00.00.000000,,,MANAGEMENT COMPANY,APPROVED,NOT APPLICABLE,BLBUSA-43-1429-034201,CORDOVA BAY RD,,023-550-112
1610,CAPORALE CONSTRUCTION LTD,,BLBUS-0914020400001511,"BUSINESS - OUT OF TOWN
   
",2006,2006-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GENERAL CONTRACTOR,681220010409135612130000,CAREY RD,,019-036-884
1611,CORRINE LABELLE BOOKKEEPING SERVICES,,BLBUS-0914020400001512,4937 HALIBURTON PLACE,2002,2002-01-01-00.00.00.000000,,,BOOKKEEPING SERVICE,APPROVED,NOT APPLICABLE,1819991012145543880000,HALIBURTON PL,,011-979-950
1612,DARVIK HOLDINGS LTD,,BLBUS-0914020400001513,1004 SYMPHONY PLACE,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GENERAL CONTRACTOR,1819991012151003130000,SYMPHONY PL,,004-025-075
1613,S PHELPS EXCAVATING LTD,,BLBUS-0914020400001514,"BUSINESS - OUT OF TOWN
   
",2010,2010-01-01-00.00.00.000000,,,NON-RESIDENT,APPROVED,NOT APPLICABLE,BLC-CONV-219991012113031,BUSINESS - OUT OF TOWN,,
1614,VENTURE DISTRIBUTING,,BLBUS-0914020400001515,3431 LOVAT AVENUE,2005,2005-01-01-00.00.00.000000,,,DISTRIBUTOR/SUPPLIER,APPROVED,NOT APPLICABLE,1819991012131507180000,LOVAT AVE,,005-315-271
1615,CANADA'S BEST KARATE,,BLBUS-0914020400001516,3388 DOUGLAS STREET,2011,2011-01-01-00.00.00.000000,,,INSTRUCTOR/INSTRUCTION,APPROVED,NOT APPLICABLE,1819991012130542000000,DOUGLAS ST,,003-860-523
1616,"CHARLTEN, JOHN",,BLBUS-0914020400001517,"128 3868 SHELBOURNE STREET
VICTORIA   BC
V8P 5J1",2000,2000-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GARDENING/LAWNCARE,BLBUSA-60-0350-010128,SHELBOURNE ST,,000-100-862
1617,INDIA VIDEO,,BLBUS-0914020400001518,654 BURNSIDE ROAD WEST,2008,2008-01-01-00.00.00.000000,,,VIDEO RENTALS,APPROVED,NOT APPLICABLE,56119991118142325390000,BURNSIDE RD W,,003-261-492
1618,HENRY'S HOME IMPROVEMENTS,,BLBUS-0914020400001519,1265 TATTERSALL DRIVE,2011,2011-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,RENOVATIONS,1819991012120026910000,TATTERSALL DR,,003-822-907
1619,ESCAPADES FASHIONS INC,,BLBUS-0914020400001520,"450 777 ROYAL OAK DRIVE
VICTORIA   BC
V8X 4V1",2012,2012-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,CLOTHING,BLBUSA-47-0575-110450,ROYAL OAK DR,,017-632-641
162,QUADRA PACIFIC PROPERTIES CORP,,BLBUS-0914020400000063,212 1001 CLOVERDALE AVENUE,2000,2000-01-01-00.00.00.000000,,,MANAGEMENT COMPANY,APPROVED,NOT APPLICABLE,1819991012130922410000,CLOVERDALE AVE,,009-192-948
1620,J & B ROOFING LTD,,BLBUS-0914020400001521,3436 MAPLEWOOD ROAD,2008,2008-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,ROOFING,1819991012120017520000,MAPLEWOOD RD,,008-742-341
1621,WONDERWORKS MURAL & SCULPTURE,,BLBUS-0914020400001522,3274 IRMA STREET,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,TRANSFERRED,PAINTING,1819991012115946700000,TRACKSELL AVE,,003-932-630
1622,SIMPSON DRAPERY & INTERIORS LTD,,BLBUS-0914020400001523,452 BOLESKINE ROAD,2012,2012-01-01-00.00.00.000000,,,SALES/SERVICE,APPROVED,HOME IMPROVEMENTS,1819991012130617420000,BOLESKINE RD,,000-150-797
1623,DONNA LEE VAN DYK MASSAGE THERAPIST,,BLBUS-0914020400001524,3947 SHORNCLIFFE ROAD,2012,2012-01-01-00.00.00.000000,,,THERAPIST,APPROVED,MASSAGE,1819991012121606520000,SHORNCLIFFE RD N,,004-026-411
1624,GISBORNE DESIGN SERVICES LTD,,BLBUS-0914020400001525,7476 HEDLEY AVENUE,1997,1997-01-01-00.00.00.000000,,,NON-RESIDENT,APPROVED,NOT APPLICABLE,BLC-CONV-219991012113031,BUSINESS - OUT OF TOWN,,
1625,KINDER-KARE,,BLBUS-0914020400001526,"3971 COLUMBINE WAY
VICTORIA   BC
",2000,2000-01-01-00.00.00.000000,,,DAY CARE CENTRE,APPROVED,NOT APPLICABLE,1819991012101121490000,COLUMBINE WAY,,000-001-911
1626,GERALD WALKER TRANSPORT LTD,,BLBUS-0914020400001527,3244 DONCASTER DRIVE,2001,2001-01-01-00.00.00.000000,,,TRUCKING/HAULING,APPROVED,NOT APPLICABLE,1819991012121749610000,DONCASTER DR,,007-675-887
1627,DEB'S DAYCARE,,BLBUS-0914020400001528,515 DUMERESQ STREET,2003,2003-01-01-00.00.00.000000,,,DAY CARE CENTRE,APPROVED,NOT APPLICABLE,1819991012100917250000,DUMERESQ ST,,005-158-940
1628,UNDERWATER BY DESIGN SERVICES INC,,BLBUS-0914020400001529,3900 HOBBS STREET,2012,2012-01-01-00.00.00.000000,,,ADMINISTRATION OFFICE,APPROVED,NOT APPLICABLE,1819991012133854030000,HOBBS ST,,005-622-697
1629,ALL SO BRITE BLIND CLEANING,,BLBUS-0914020400001530,4029 GORDON HEAD ROAD,2011,2011-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,TRANSFERRED,CLEANING SERVICE,321020000919092139480000,BETHUNE AVE,,004-647-521
163,CHEVRON CANADA LIMITED,,BLBUS-0914020400000064,294 GORGE ROAD WEST,2012,2012-01-01-00.00.00.000000,,,GAS BAR/RETAIL SALES,APPROVED,NOT APPLICABLE,1819991012124637790000,GORGE RD W,,001-414-143
1630,HOME CAR CARE (MOBILE AUTO SERVICE),,BLBUS-0914020400001531,5170 DEL MONTE AVENUE,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,MOBILE MECHANIC,1819991012145854140000,DEL MONTE AVE,,004-769-015
1631,DRAUGHT LEASING SALES & SERVICE,,BLBUS-0914020400001532,1009 LEEDS PLACE,2012,2012-01-01-00.00.00.000000,,,RENTAL AGENCY,APPROVED,NOT APPLICABLE,1819991012123220840000,LEEDS PL,,000-758-817
1632,AKTIV SOFTWARE CORP,,BLBUS-0914020400001533,"723 PASKIN WAY
VICTORIA   BC
V8Z 6N4",2012,2012-01-01-00.00.00.000000,,,COMPUTER PROGRAMMING,APPROVED,NOT APPLICABLE,1819991012154707390000,PASKIN WAY,,000-269-417
1633,DAYDREAM DESIGNS-DOUGH BABIES,,BLBUS-0914020400001534,"1065 ZINNIA CRT
VICTORIA   BC
",2002,2002-01-01-00.00.00.000000,,,MANUFACTURING,APPROVED,NOT APPLICABLE,1819991012095542760000,ZINNIA CRT,,017-490-022
1634,GLEN NEUMAN CONSTRUCTION LTD,,BLBUS-0914020400001535,905 MALTWOOD TERRACE,2005,2005-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,BUILDING,1819991012153100810000,MALTWOOD TERR,,017-694-973
1635,MUN WAH HOLDINGS LTD.,,BLBUS-0914020400001536,"1546 CEDAR HILL X RD
VICTORIA   BC
",2006,2006-01-01-00.00.00.000000,,,MANAGEMENT COMPANY,APPROVED,NOT APPLICABLE,1819991012113552540000,CEDAR HILL CROSS RD,,001-030-001
1636,D R COELL & ASSOCIATES INC,,BLBUS-0914020400001537,303 1001 CLOVERDALE AVENUE,2012,2012-01-01-00.00.00.000000,,,APPRAISER,APPROVED,NOT APPLICABLE,53219991118095603080000,CLOVERDALE AVE,,009-192-948
1637,VISION-L GRAPHICS LTD.,,BLBUS-0914020400001538,745 LARENDO AVENUE,2012,2012-01-01-00.00.00.000000,,,DESIGNER,APPROVED,NOT APPLICABLE,1819991012150022070000,LARENDO AVE,,006-779-077
1638,GARDEN DELIGHTS CONSTRUCTION LTD,,BLBUS-0914020400001539,763 DAISY AVENUE,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GENERAL CONTRACTOR,1819991012095235130000,DAISY AVE,,003-228-151
1639,SOUTHSIDE DELIVERY SERVICES LTD,,BLBUS-0914020400001540,"B 4905 CORDOVA BAY RD
VICTORIA   BC
V8Y 2K1",2009,2009-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,COURIER/DELIVERY SERVICE,1819991012151832560000,CORDOVA BAY RD,,003-278-123
164,CHEVRON CANADA LIMITED,,BLBUS-0914020400000065,294 GORGE ROAD WEST,2008,2008-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,CONVENIENCE STORE,1819991012124637790000,GORGE RD W,,001-414-143
1640,ANDERSON'S EXECUTIVE SERVICES LTD.,,BLBUS-0914020400001541,1827 JADE PLACE,2010,2010-01-01-00.00.00.000000,,,CONSULTANT,APPROVED,NOT APPLICABLE,1819991012114027010000,JADE PL,,003-783-405
1641,BURNSIDE JEWELLERY & LOAN,,BLBUS-0914020400001542,"30 BURNSIDE ROAD WEST
VICTORIA   BC
V9A 1B3",2002,2002-01-01-00.00.00.000000,,,PAWNBROKER,APPROVED,NOT APPLICABLE,1819991012124138010000,BURNSIDE RD W,,000-026-158
1642,MULLIN DEMEO,,BLBUS-0914020400001543,"1626 GARNET RD
VICTORIA BC  V8P 3C8",2012,2012-01-01-00.00.00.000000,,,LAWYER,TRANSFERRED,NOT APPLICABLE,1819991012114417690000,GARNET RD,,005-383-242
1643,ISLANDS WEST MANUFACTURERS LTD,,BLBUS-0914020400001544,4247 DIEPPE ROAD,2012,2012-01-01-00.00.00.000000,,,MANUFACTURING,APPROVED,NOT APPLICABLE,1819991012103010050000,DIEPPE RD,,000-005-436
1644,KAL-LAY PLUMBING & HEATING LTD,,BLBUS-0914020400001545,"2880 ILENE TERR
VICTORIA BC  V8R 4P1",2008,2008-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,TRANSFERRED,PLUMBING & HEATING,1819991012131906980000,ILENE TERR,,000-005-193
1645,GERALD SHAW DENTURIST,,BLBUS-0914020400001546,4004 SAANICH ROAD,2008,2008-01-01-00.00.00.000000,,,DENTURIST,APPROVED,NOT APPLICABLE,1819991012101449880000,SAANICH RD,,000-341-096
1646,ALLIANCE BEAUTY COMPANY INC,,BLBUS-0914020400001547,"B 450 BANGA PL
VICTORIA BC  V8Z 6X5  (Alias or unit within)
450 BANGA PL
VICTORIA   BC   V8Z 6X5",2012,2012-01-01-00.00.00.000000,,,WHOLESALE MERCHANT/NO RETAIL SALES,TRANSFERRED,NOT APPLICABLE,56145C091007115032040000,BANGA PL,,000-275-484
1647,MOXIE'S CLASSIC GRILL,,BLBUS-0914020400001548,"34 3442 SAANICH ROAD
VICTORIA   BC
V8X 1W7",2007,2007-01-01-00.00.00.000000,,,RESTAURANT,APPROVED,NOT APPLICABLE,969C20051028132753620000,SAANICH RD,,024-658-014
1648,KAREN CLARK DANCE STUDIO,,BLBUS-0914020400001549,"1 4499 VIEWMONT AVENUE
VICTORIA   BC
V8Y 3C1",2012,2012-01-01-00.00.00.000000,,,INSTRUCTOR/INSTRUCTION,APPROVED,NOT APPLICABLE,BLBUSA-49-0593-0001,VIEWMONT AVE,,004-017-722
1649,AAROKE PEST CONTROL,,BLBUS-0914020400001550,823 PALISADE PLACE,2001,2001-01-01-00.00.00.000000,,,PEST CONTROL,APPROVED,NOT APPLICABLE,1819991012104256370000,PALISADE PL,,004-630-963
165,DR GILBERT M M CHEW INC,,BLBUS-0914020400000066,201 4475 VIEWMONT AVENUE,2012,2012-01-01-00.00.00.000000,,,PHYSICIAN,TRANSFERRED,NOT APPLICABLE,969520011113144642530000,WEST SAANICH RD,,023-933-500
1650,L A SEWING,,BLBUS-0914020400001551,3240 ADMIRALS ROAD,2008,2008-01-01-00.00.00.000000,,,SEAMSTRESS/TAILOR,APPROVED,NOT APPLICABLE,1819991012103158080000,ADMIRALS RD,,005-438-756
1651,GENERAL ELEVATOR MAINTENANCE CO,,BLBUS-0914020400001552,5 515 DUPPLIN ROAD,2004,2004-01-01-00.00.00.000000,,,SALES/SERVICE,APPROVED,PLUMBING,1819991012130714660000,DUPPLIN RD,,VIS3039
1652,FAIRWEST CONSTRUCTION CO LTD,,BLBUS-0914020400001553,2651 QUEENSWOOD DRIVE,2011,2011-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,BUILDING,1819991012135018790000,QUEENSWOOD DR,,000-656-950
1653,ALAN POSTLE RV & AUTO AGENCIES,,BLBUS-0914020400001554,204 3542 BLANSHARD STREET,2000,2000-01-01-00.00.00.000000,,,BROKER,APPROVED,POOL HALL,56119991118131229820000,BLANSHARD ST,,002-841-339
1654,MAJIKA DESIGNS,,BLBUS-0914020400001555,1925 COCHRANE STREET,2012,2012-01-01-00.00.00.000000,,,HOME CRAFTS,APPROVED,NOT APPLICABLE,1819991012132156260000,COCHRANE ST,,005-323-967
1655,VICTORIA HOME INSTALLATIONS LTD.,,BLBUS-0914020400001556,2625 MACDONALD DR EAST,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,ELECTRICAL,1819991012135043670000,MACDONALD DR E,,004-741-552
1656,MADISON PAVING (1976) LTD,,BLBUS-0914020400001557,748 AUDLEY STREET,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,PAVING,1819991012131636600000,AUDLEY ST,,000-038-415
1657,J C WORDASSIST LTD,,BLBUS-0914020400001558,3961 LEXINGTON AVENUE,2003,2003-01-01-00.00.00.000000,,,COPYING/DUPLICATING SERVICE,APPROVED,NOT APPLICABLE,1819991012110259950000,LEXINGTON AVE,,003-076-008
1658,ZERO GRAVITY RECORDING & WHOLESALE,,BLBUS-0914020400001559,3273 TENNYSON AVENUE,2003,2003-01-01-00.00.00.000000,,,WHOLESALE MERCHANT/NO RETAIL SALES,APPROVED,NOT APPLICABLE,1819991012130656640000,TENNYSON AVE,,017-379-377
1659,TYCON STEEL INC,,BLBUS-0914020400001560,472 DUPPLIN ROAD,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GENERAL CONTRACTOR,1819991012130535630000,DUPPLIN RD,,005-940-443
166,CHEW EXCAVATING LTD,,BLBUS-0914020400000067,4846 WEST SAANICH ROAD,2000,2000-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GENERAL CONTRACTOR,1819991012155311440000,WEST SAANICH RD,,006-047-726
1660,VAN HUET GARDEN MAINTENANCE,,BLBUS-0914020400001561,4232 PONDEROSA CRESCENT,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GARDENING/LAWNCARE,1819991012100140650000,PONDEROSA CRES,,015-119-149
1661,QUANTUM SUCCESS,,BLBUS-0914020400001562,"899 CURRANDALE CRT
VICTORIA   BC
V8X 4Y2",2011,2011-01-01-00.00.00.000000,,,ADMINISTRATION OFFICE,APPROVED,NOT APPLICABLE,1819991012104548390000,CURRANDALE CRT,,017-395-577
1662,ADMINFO RESOURCES INC,,BLBUS-0914020400001563,4490 COPSEWOOD PLACE,2012,2012-01-01-00.00.00.000000,,,CONSULTANT,APPROVED,EDUCATIONAL,1819991012153901910000,COPSEWOOD PL,,001-047-248
1663,FRANK GROOT PAINTING & DECORATING,,BLBUS-0914020400001564,4794 CORDOVA BAY ROAD,2008,2008-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,PAINTING,1819991012152618770000,CORDOVA BAY RD,,008-283-664
1664,DR DANIEL TSE INC,,BLBUS-0914020400001565,1678 POPLAR AVENUE,2012,2012-01-01-00.00.00.000000,,,DENTIST,APPROVED,NOT APPLICABLE,1819991012133453460000,POPLAR AVE,,003-592-944
1665,SUN WING GREENHOUSES LTD,,BLBUS-0914020400001566,6070 OLDFIELD ROAD,2012,2012-01-01-00.00.00.000000,,,GREENHOUSE,TRANSFERRED,NOT APPLICABLE,1819991012150322830000,OLDFIELD RD,,006-575-510
1666,LO SKORE GOLF CLUB,,BLBUS-0914020400001567,837 CANTERBURY ROAD,2002,2002-01-01-00.00.00.000000,,,PERSONAL SERVICE,APPROVED,NOT APPLICABLE,1819991012123842410000,CANTERBURY RD,,007-793-812
1667,CRUIKSHANK GARDEN MAINTENANCE,,BLBUS-0914020400001568,4284 CAEN ROAD,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GARDENING/LAWNCARE,1819991012154550660000,CAEN RD,,000-052-809
1668,AGENT-BROWN BROS,,BLBUS-0914020400001569,4136 WILKINSON ROAD,2012,2012-01-01-00.00.00.000000,,,INSURANCE AGENCY/BROKER,APPROVED,NOT APPLICABLE,1819991012100340610000,WILKINSON RD,,008-319-260
1669,SHERWOOD FAMILY DENTAL,,BLBUS-0914020400001570,4136 WILKINSON ROAD,2012,2012-01-01-00.00.00.000000,,,DENTIST,APPROVED,NOT APPLICABLE,1819991012100340610000,WILKINSON RD,,008-319-260
167,JOHN SHANEMAN AUTO REPAIRS,,BLBUS-0914020400000068,"400 BURNSIDE ROAD EAST
VICTORIA   BC
V9A 1A8",2007,2007-01-01-00.00.00.000000,,,MECHANIC,APPROVED,NOT APPLICABLE,1819991012130541560000,BURNSIDE RD E,,003-030-644
1670,CEDAR HILL SPORTS THERAPY CLINIC,,BLBUS-0914020400001571,"211 1551 CEDAR HILL X ROAD
VICTORIA   BC
V8P 2P3",2012,2012-01-01-00.00.00.000000,,,THERAPIST,TRANSFERRED,PHYSIOTHERAPY,06133C070827113508770000,MCKENZIE AVE,,026-181-045
1671,HARMONY MUSIC BOOKS,,BLBUS-0914020400001572,737 VIADUCT AVE EAST,2009,2009-01-01-00.00.00.000000,,,HOME CRAFTS,APPROVED,NOT APPLICABLE,1819991012154627460000,VIADUCT AVE E,,000-263-001
1672,GORGE REHAB CLINIC,,BLBUS-0914020400001573,"2951 TILLICUM RD
VICTORIA   BC
V9A 2A6",2006,2006-01-01-00.00.00.000000,,,THERAPIST,APPROVED,TRANSPORTATION PLANNER,49119991117160655820000,TILLICUM RD,,000-048-763
1673,WILLIAM G WELLBURN CHARTERED ACCOUNTANT,,BLBUS-0914020400001574,976 EAGLE ROCK TERRACE,2006,2006-01-01-00.00.00.000000,,,ACCOUNTANT,APPROVED,NOT APPLICABLE,1819991012101429450000,EAGLE ROCK TERR,,001-397-192
1674,BIG AL'S HOME REPAIR,,BLBUS-0914020400001575,99 CREASE AVENUE,2001,2001-01-01-00.00.00.000000,,,HANDYMAN SERVICE,APPROVED,NOT APPLICABLE,1819991012122756270000,CREASE AVE,,008-227-250
1675,BONISTAR MGMT CONSULT & TRAINING SVCS,,BLBUS-0914020400001576,1127 MCBRIAR AVENUE,2005,2005-01-01-00.00.00.000000,,,ADMINISTRATION OFFICE,APPROVED,NOT APPLICABLE,1819991012104648810000,MCBRIAR AVE,,000-538-701
1676,BALDERSTON INVESTMENTS LTD,,BLBUS-0914020400001577,2920 SEAVIEW ROAD,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,EXCAVATING,1819991012134508960000,SEA VIEW RD,,004-676-131
1677,D E GAIT CONTRACTING CO LTD,,BLBUS-0914020400001578,5440 KIOWA ROAD,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,EXCAVATING,1819991012150831840000,KIOWA RD,,001-343-343
1678,UTE HAIR DESIGN,,BLBUS-0914020400001579,4870 LOCHSIDE DRIVE,2012,2012-01-01-00.00.00.000000,,,HAIRDRESSER/BARBER,APPROVED,NOT APPLICABLE,1819991012152525990000,LOCHSIDE DR,,004-714-385
1679,VANCOUVER ISLAND KIDS KLUB CENTRE PRE/OUT OF SCHOOL,,BLBUS-0914020400001580,4566 WEST SAANICH ROAD,2004,2004-01-01-00.00.00.000000,,,REGISTERED SOCIETY,APPROVED,NOT APPLICABLE,1819991012101015970000,DAFFODIL PL,,000-876-895
168,CLARKE ENGINEERING & WELDING CO,,BLBUS-0914020400000069,3364 BURNS AVENUE,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,WELDING,1819991012130639340000,BURNS AVE,,009-153-381
1680,GIBSONS STUDIO LTD,,BLBUS-0914020400001581,5 4217 GLANFORD AVENUE,2006,2006-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,PHOTOGRAPHER,1819991012103616510000,GLANFORD AVE,,VIS1933
1681,2ND LOOK,,BLBUS-0914020400001582,"445 777 ROYAL OAK DRIVE
VICTORIA   BC
V8X 4V1",2001,2001-01-01-00.00.00.000000,,,PERSONAL SERVICE,APPROVED,MASSAGE,BLBUSA-47-0575-110445,ROYAL OAK DR,,017-632-641
1682,MDS METRO LABORATORY SERVICES,,BLBUS-0914020400001583,"6 101 BURNSIDE ROAD WEST
VICTORIA   BC
V9A 1B7",2006,2006-01-01-00.00.00.000000,,,LABORATORY,APPROVED,NOT APPLICABLE,BLBUSA-66-0620-0106,BURNSIDE RD W,,008-373-949
1683,P L H BLUNDON SPEECH PATHOLOGIST,,BLBUS-0914020400001584,2898 ILENE TERRACE,2007,2007-01-01-00.00.00.000000,,,THERAPIST,APPROVED,MASSAGE,1819991012131908360000,ILENE TERR,,005-126-363
1684,R K CONSTRUCTION LTD,,BLBUS-0914020400001585,816 CLAREMONT AVENUE,2001,2001-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,BUILDING,1819991012145956640000,CLAREMONT AVE,,017-102-693
1685,SHORELINE ELECTRIC LTD,,BLBUS-0914020400001586,960 ARUNDEL DRIVE,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,ELECTRICAL,1819991012130415760000,ARUNDEL DR,,000-254-827
1686,ELITE SPORTSWARE & SCOPE IMPRINTING & AWARDS,,BLBUS-0914020400001587,"C 3945 QUADRA ST
VICTORIA   BC
V8X 1J5",2012,2012-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,SPORTSWARE & EQUIPMENT,1819991012121408100000,QUADRA ST,,VIS734
1687,FORRESTER HOUSE,,BLBUS-0914020400001588,1998 FORRESTER STREET,2012,2012-01-01-00.00.00.000000,,,REGISTERED SOCIETY,APPROVED,NOT APPLICABLE,1819991012132203080000,FORRESTER ST,,002-674-459
1688,FUN HOUSE FAMILY DAYCARE,,BLBUS-0914020400001589,1234 ALAN ROAD,2000,2000-01-01-00.00.00.000000,,,DAY CARE CENTRE,APPROVED,NOT APPLICABLE,1819991012100359180000,ALAN RD,,002-330-539
1689,K R ELECTRIC LTD,,BLBUS-0914020400001590,4216 GLANFORD AVENUE,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,ELECTRICAL,90054C091124114938310000,WEST SAANICH RD,,
169,"CLEMENTS, DONNA V",,BLBUS-0914020400000070,2946 TILLICUM ROAD,2001,2001-01-01-00.00.00.000000,,,PHYSICIAN,APPROVED,NOT APPLICABLE,49119991117160655710000,TILLICUM RD,,000-048-763
1690,P & R WESTERN STAR TRUCKS,,BLBUS-0914020400001591,"400 BURNSIDE ROAD EAST
VICTORIA   BC
V9A 1A8",2012,2012-01-01-00.00.00.000000,,,RETAIL SALES,APPROVED,AUTOMOTIVE,1819991012130541560000,BURNSIDE RD E,,003-030-644
1691,GRIFFIN GARDENING,,BLBUS-0914020400001592,"4139 LAMBRICK WAY
VICTORIA   BC
",2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,GARDENING/LAWNCARE,1819991012132954120000,DERBY RD,,005-659-957
1692,GRANGER PLUMBING LTD,,BLBUS-0914020400001593,3906 STOCKTON CRESCENT,2012,2012-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,PLUMBING,1819991012114231470000,STOCKTON CRES,,004-314-328
1693,HUSTON HILL ACCOUNTING,,BLBUS-0914020400001594,3710 KOOTENAY PLACE,2012,2012-01-01-00.00.00.000000,,,ACCOUNTANT,APPROVED,NOT APPLICABLE,1819991012121833940000,KOOTENAY PL,,001-778-226
1694,SHELBOURNE CAPITAL CORP,,BLBUS-0914020400001595,207 1001 CLOVERDALE AVENUE,2001,2001-01-01-00.00.00.000000,,,DEVELOPER,APPROVED,NOT APPLICABLE,53219991118093335100000,CLOVERDALE AVE,,009-192-948
1695,"LOHRASBE, DR H",,BLBUS-0914020400001596,104 4090 SHELBOURNE STREET,2002,2002-01-01-00.00.00.000000,,,PSYCHIATRIST,APPROVED,NOT APPLICABLE,53219991118155552650000,SHELBOURNE ST,,003-505-898
1696,PRO WASH LTD.,,BLBUS-0914020400001597,4695 BLENKINSOP ROAD,2001,2001-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,CLEANING SERVICE,1819991012152200730000,BLENKINSOP RD,,005-906-245
1697,ALBION APPLIANCE SERVICE,,BLBUS-0914020400001598,4258 CAREY ROAD,2001,2001-01-01-00.00.00.000000,,,SALES/SERVICE,APPROVED,STOCKS & BONDS,1819991012100821170000,CAREY RD,,010-417-508
1698,JUN'S LAWN & GARDEN CARE,,BLBUS-0914020400001599,C14 920 WHITTAKER ROAD,2001,2001-01-01-00.00.00.000000,,,NON-RESIDENT,APPROVED,NOT APPLICABLE,BLC-CONV-219991012113031,BUSINESS - OUT OF TOWN,,
1699,CITY SERVICE PLUMBING LTD,,BLBUS-0914020400001600,4786 SPRING ROAD,2010,2010-01-01-00.00.00.000000,,,CONTRACTOR - INTERMUNICIPAL,APPROVED,PLUMBING & HEATING,1819991012155238700000,SPRING RD,,006-671-063
170,COAST INDUSTRIAL PARTS LTD,,BLBUS-0914020400000071,562 DUPPLIN ROAD,2012,2012-01-01-00.00.00.000000,,,WHOLESALE MERCHANT/NO RETAIL SALES,APPROVED,NOT APPLICABLE,1819991012130702130000,DUPPLIN RD,,000-086-835
1700,ACCESS WEST RECYCLING CORPORATION,,BLBUS-0914020400001601,"20 755 VANALMAN AVE
VICTORIA BC",2012,2012-01-01-00.00.00.000000,,,SALES/SERVICE,TRANSFERRED,NOT APPLICABLE,1819991012103603110000,VANALMAN AVE,,VIS1642
1701,THUNDER MOUNTAIN DRILLING LTD.,,BLBUS-0914020400001602,4987 VISTA VIEW CRESCENT,1997,1997-01-01-00.00.00.000000,,,NON-RESIDENT,APPROVED,NOT APPLICABLE,BLC-CONV-219991012113031,BUSINESS - OUT OF TOWN,,
1702,SUNRAY DAYCARE,,BLBUS-0914020400001603,740 LINDSAY STREET,2003,2003-01-01-00.00.00.000000,,,DAY CARE CENTRE,APPROVED,NOT APPLICABLE,1819991012155215250000,LINDSAY ST,,016-135-326
